a.m.,เอเอ็ม,ก่อนเที่ยง
tap water,แทป วอเธอ,น้ำก๊อก
Tap water ,แทพ วอ’เทอะ,น้ำก๊อก น้ำประปา
tape,เท๊พ,เทป
taro,ทาร์’โร,เผือก
task,ท๊าซค,งานหนักๆ
taste,เท๊ซท,"รสนิยม,รส"
tattoo,แท๊ททู,รอยสัก
tax,แท๊กซ,ภาษี
taxi,แท๊กซี่,แท็กซี่
taxi driver,แทค ซิ ไดรฟเวอร์,คนขับรถแท็กซี่
tea,ธี,ชา
teach,ที๊ช,สอน
teacher,ที๊ชเชอะ,ครู
teacher’s room,ที๊ชเชอส รูม,ห้องพักครู
teak,ที๊ค,ไม้สัก
team,ทีม,ทีม
tear,เทียร์,"ฉีก,น้ำตา"
technician,เท็คนิ๊เชิน,ช่างไฟ
technics,เท๊คหนิคส,"วิธีการ,ศิลปะในการกระทำ"
teenage,ที๊นเอ๊จ,วัยรุ่น
tele-,เทเล-,ไกล
telecommunication,เทลิคอมมิวนิเค๊ชั่น,โทรคมนาคม
telephone,เท๊ลเลโฟน,โทรศัพท์
telescope,เท๊ลเลสโค้พ,กล้องส่องทางไกล
television,เท็ลละวิชัน,โทรทัศน์
tell,เทลล,"บอก,เล่า"
temper,เท๊มเพ่อร์,"อ่อนลง,บรรเทาลง"
temperature,เท๊มเพอเรเจ้อร,อุณหภูมิ
temple,เท๊มเพิ่ล,"วัด,โบสถ์"
temporary,เท๊มโพรารี่,ชั่วคราว
tempt,เท๊มพท์,"ล่อใจ,ยั่วยวน"
ten,เท็น,สิบ
tender,เท๊นเด้อร์,"เสนอ,ยื่นประมูล,อ่อนนุ่ม,บรรจง"
tendon,เท็นเดิน,เส้นเอ็น
tennis,เท็นนิส,เทนนิส
tension,เท๊นชั่น,ตึงเครียด
tent,เท๊นท,เต๊นท์
tequila,เทคีล่า,เหล้าเตกีล่า
term,เทิร์ม,"สมัย,คราว,ครั้ง"
terminal,เท๊อมินั่ล,สถานีปลายทาง
terminate,เท๊อร์มิเหนท,"จบ,สิ้นสุด"
terrace,เท๊อเรซ,ระเบียง
terrible,เท๊อริเบิ้ล,"น่ากลัว,เลวร้าย"
territory,เท๊อริโทรี่,"อานาเขต,ดินแดน"
terror,เท๊อร์เร่อร์,น่ากลัว
test,เทสท์,"ทดลอง,ทดสอบ"
testicles,เท็สติเคิล,ลูกอัณฑะ
testify,เท๊ซทิฟาย,"เป็นพยาน,คำให้การ"
text,เท๊กซท์,เนื้อความ
Thai boxing,ไท บอค ชิง,มวยไทย
thank,แทร๊งค,"ขอบคุณ,ขอบใจ"
That,แธท,"นั้น, โน่น"
theater,เธี๊ยเท่อร์,"โรงหนัง,โรงละคร"
their,แดร์,ของพวกเขา
them,เด็ม,พวกเขา
theme,ธีม,"แนว(ของหนัง,เพลง,งาน)"
then,เด็น,ดังนั้น
theory,ทรีโอรี่,ทฤษฎี
there,แดร์,"ที่นั่น,ตรงนั้น"
These,ธีซ,เหล่านี้
thesis,ธิ๊ซิซ,วิทยานิพนธ์
They,เธ,พวกเขา
thick,ทริ๊ค,หนา
thief,ทรี๊ฟ,ขโมย
thigh,ไธ,ขาอ่อน
thin,ทริน,"ผอม,บาง"
thing,ทริง,"สิ่ง,ของ"
think,ทริ๊งค,คิด
thinning shears ,ธินนิง เชียร์ส ,กรรไกรซอยผม
third,เทริ๊ด,ที่สาม
thirst,เทริ๊สท,กระหายน้ำ
thirteen,เทร๊อทีน,สิบสาม
This,ธิส,"นี่, ที่นี่"
thorough,เทรอโร่,ตลอดทั่วถึง
Those,โธท,เหล่านั้น
thousand,เธ๊าซั่นด,พัน
thread,เทร๊ด,ด้าย
threat,เทร๊ท,คุกคาม
three,ทรี,สาม
thrill,ธริล,น่าตื่นเต้น
throat,โธร๊ท,ลำคอ
through,ทรู,"ผาน,ทะลุ"
throw,โธรว์,"ขว้าง,ปา"
thumb,ทรั๊มบ์,นิ้วโป้ง
thunder,ธั๊นเด้อร์,ฟ้าร้อง
ticket,ทิ๊คเค๊ท,"ตั๋ว,บัตร"
tide,ไทด์,"กระแสน้ำ,น้ำขึ้นน้ำลง"
tie,ไท,"ผูก,มัด"
tiger,ไท๊เกอะ,เสือ
tight,ไท๊ท,"แน่น,คับ"
tile,ไทล์,กระเบื้องปูพื้น
till,ทิลล์,"กระทั่ง,จนกระทั่ง"
time,ไทม์,"เวลา,จังหวะเวลา,(?)ครั้ง,(?)เท่า"
tin,ทิน,ดีบุก
tiny,ไท๊นี่,"เล็ก,น้อย"
tip,ทิพ,"ปลาย,สุด,ทิป,กระดก"
tire,ไทร์,"ยางรถ,เหนื่อย"
tissue holder,ทิชชู โฮลเดอร์,ที่แขวนกระดาษทิชชู
title,ไท๊เทิ่ล,ชื่อเรื่อง
to,ทู,"ถึง,ไปยัง,จนถึง,แด่"
toad,โทด,คางคก
Toast,โทส,ขนมปังปิ้ง
tobacco,โทแบ๊คโค่,ยาสูบ
today,ทูเดย์,วันนี้
toe,โท,นิ้วเท้า
toenail,โทเนล,เล็บนิ้วเท้า
together,ทูเก๊ทเธ่อร์,"ด้วยกัน,ร่วมกัน"
toilet,ท๊อลเลิท,โถส้วม
toilet bowl,ทอยเลท โบว์ล,โถชักโครก
toilet brush,ทอยเลท บรัช,แปรงขัดส้วม
toilet paper,ทอยเลท เพเพอร์,กระดาษชำระ
toilet roll,ทอยเลทด โรลล์,ม้วนกระดาษชำระ
toilet tank,ทอยเลท แทงค์,ถังชักโครก
tolerate,ท๊อลเลอเหรท,"อดทน,ยอมทน"
toll,โทลล,"ค่าผ่านทาง,ผู้เสียชีวิต"
tomato,ทะเม’โท,มะเขือเทศ
tomato juice,โทเมโทจูส,น้ำมะเขือเทศ
tomorrow,ทูม๊อโร่ว,พรุ่งนี้
tone,โทน,"เสียงสูงต่ำ,สี"
tongue,ทั๊ง,ลิ้น
tonic,ทอนนิค,เครื่องดื่มชูกำลัง
tonight,ทูไน๊ท,คืนนี้
tonsil,ท็อนเซิล,ต่อมทอนซิล
too,ทู,"เกินไป,ด้วย"
tool,ทูล,เครื่องมือ
tooth,ทูธ,ฟัน
toothbrush,ทุ๊ธบรัช,แปรงฟัน
toothbrush holder,ทูธบรัช โฮลเดอร์,ที่ใส่แปรงสีฟัน
toothpaste,ทุ๊ธเพสท,ยาสีฟัน
top,ท๊อพ,"บนสุด,สูงสุด"
topic,ท๊อพผิค,เรื่อง
topple,ท๊อพเพิ่ล,"ล้ม,คว่ำ"
torch,ท๊อร์ช,"ไฟฉาย,คบเพลิง"
torque,ท๊อร์ค,แรงบิด
torture,ท๊อเจ้อร,ทรมาน
total,โท๊ท่อล,"ทั้งหมด,รวมทั้งหมด"
touch,ทั๊ช,สัมผัส
tough,ทั๊ฟ,"เหนียว,แกร่ง"
tour,ทัวร์,ท่องเที่ยว
tournament,ทั๊วนาเม้นท์,การแข่งขันกีฬา
tow,โทว์,"ลาก,พ่วง"
towel,เทาเวิล,ผ้าเช็ดตัว
towel rack,เทาเอิล แรค,ราวแขวนผ้าเช็ดตัว
tower,เท๊าเว่อร์,หอสูง
town,ทาวน์,เมือง
toxin,ท๊อกซิน,มีพิษ
toy,ทอย,ของเล่น
trace,เทร๊ซ,"ติดตาม,ตามรอย"
track,แทร็ค,"ร่องลอย,ทาง"
trade,เทรด,การค้า
tradition,เทร๊ดิชั่น,"ธรรมเนียม,ประเพณี"
traffic,แทร๊ฟฟิ๊ค,"การจราจร,การค้า"
tragedy,ทร๊าจิดี้,โศกนาฏกรรม
train,เทรน,"ฝึกหัด,รถไฟ"
trans-,ทรานซ์-,ข้าม
transfer,ทรานซเฟอร์,"ถ่าย,โอน"
transform,ทรานซฟอร์ม,แปลง
transient,ทรานเชี๊ยน,ชั่วครู่
transit,ทร๊านสิท,"การขนส่ง,การผ่าน"
translate,ทรานซเหลท,แปล
transmit,ทรานซมิท,"ส่ง,ถ่าย"
transparent,ทรานซแพ๊เร้นท,โปร่งใส
transplant,ทรานซแพล๊นท,ปลูกถ่าย
transport,ทรานซสพอร์ท,การขนส่ง
transpose,ทรานซโพ๊ส,สับเปลี่ยนที่กัน
trap,แถร๊บ,กับดัก
travel,แทร๊เฝ่ล,"เดินทาง,ท่องเที่ยว"
treasure,เทร๊เช่อร,"สมบัติ,ขุมทรัพย์"
treat,ทรี๊ท,"ทำกับ,ปฏิบัติกับ"
tree,ทรี,ต้นไม้
tremendous,ทริเม๊นดั้ส,"ใหญ่โต,มากมาย"
trend,เทร็นด,แนวโน้ม
tri-,ไทร-,สาม
trial,ไทรอั้ล,ลอง
triangle,ไทร๊แองเกิ้ล,สามเหลี่ยม
tribe,ไทร๊บ์,ชนเผ่า
tribute,ทริบิ้วท,"สรรเสริญ,มอบให้"
trick,ทริ๊ค,กลเม็ด
trigger,ทริ๊กเก้อร์,ลั่นไก
trillion,ทริ๊ลเลี่ยน,ล้านล้าน
trio,ทริ๊โอ้,สามคน
trip,ทริ๊พ,การเดินทาง
triple,ทริ๊พเพิ่ล,สามเท่า
triumph,ไทร๊อั้มฟ,มีชัยชนะ
troop,ทรู๊พ,กองกำลัง
tropic,ทร๊อผิค,เขตร้อน
trouble,ทรั๊บเบิ้ล,"ความยุ่งยาก,ความลำบาก"
trouser,เทร๊าเซ่อร์,กางเกง
truck,ทรั๊ค,รถบรรทุก
TRUE,ทรู,"ความจริง,แท้จริง"
trunk,ทรังค,ลำตัว
trust,ทรัสท,ไว้วางใจ
truth,ทรู๊ธ,ความจริง
try,ธราย,"พยายาม,ลอง"
tube,ทิ้วบ์,หลอด
tuition,ทิวชั่น,การสอนพิเศษ
tune,จูน,"เสียง,ตั้งเสียง"
tunnel,ทั๊นเน่ล,อุโมงค์
turbulent,เท๊อบูเล้นท,โกลาหล
turkey,เท๊อคิ,ไก่งวง
turmoil,เท๊อร์มอย,ยุ่งเหยิง
turn,เทิร์น,"หมุน,พลิก,กลับ,รอบ,คราว"
turtle,เท๊อเทิล,เต่า
tutor,ทิ้วเท่อร์,ผู้สอนพิเศษ
tweezers,ทวีซเซอร์ส,แหนบ
twelve,ทเว้ลฝ,สิบสอง
twenty,ทเว้นที่,ยี่สิบ
twilight,ทไวไล้ท,"ความคลุมเคลือ,สลัว"
twin,ทวิน,สอง
